"Plot Title: 20819391"
"#","Date Time, GMT+00:00","DO conc, mg/L (LGR S/N: 20819391, SEN S/N: 20819391)","Temp, °F (LGR S/N: 20819391, SEN S/N: 20819391)","DO Adj Conc, mg/L (LGR S/N: 20819391)","DO Percent Sat, % (LGR S/N: 20819391)","Coupler Detached (LGR S/N: 20819391)","Sensor Data Error (LGR S/N: 20819391)","Coupler Attached (LGR S/N: 20819391)","Host Connected (LGR S/N: 20819391)","Stopped (LGR S/N: 20819391)","End Of File (LGR S/N: 20819391)"
345,08/20/25 04:53:28 PM,9.07,70.34,7.79,102.3,,,,,,
346,08/20/25 04:58:28 PM,9.08,70.34,7.80,102.5,,,,,,
347,08/20/25 05:03:28 PM,9.08,70.34,7.80,102.5,,,,,,
348,08/20/25 05:08:28 PM,9.09,70.38,7.81,102.6,,,,,,
349,08/20/25 05:13:28 PM,9.09,70.34,7.81,102.6,,,,,,
350,08/20/25 05:18:28 PM,9.07,70.30,7.79,102.3,,,,,,
351,08/20/25 05:23:28 PM,9.07,70.30,7.79,102.3,,,,,,
352,08/20/25 05:28:28 PM,9.07,70.30,7.79,102.3,,,,,,
353,08/20/25 05:33:28 PM,9.07,70.34,7.79,102.3,,,,,,
354,08/20/25 05:38:28 PM,9.08,70.34,7.80,102.5,,,,,,
355,08/20/25 05:43:28 PM,9.08,70.34,7.80,102.5,,,,,,
356,08/20/25 05:48:28 PM,9.09,70.34,7.81,102.6,,,,,,
357,08/20/25 05:53:28 PM,9.07,70.30,7.79,102.3,,,,,,
358,08/20/25 05:58:28 PM,9.08,70.27,7.80,102.4,,,,,,
359,08/20/25 06:03:28 PM,9.07,70.27,7.79,102.3,,,,,,
360,08/20/25 06:08:28 PM,9.09,70.30,7.81,102.5,,,,,,
361,08/20/25 06:13:28 PM,9.08,70.30,7.80,102.4,,,,,,
362,08/20/25 06:18:28 PM,9.08,70.30,7.80,102.4,,,,,,
363,08/20/25 06:23:28 PM,9.09,70.27,7.81,102.5,,,,,,
364,08/20/25 06:28:28 PM,9.08,70.27,7.80,102.4,,,,,,
365,08/20/25 06:33:28 PM,9.08,70.27,7.80,102.4,,,,,,
366,08/20/25 06:38:28 PM,9.07,70.27,7.79,102.3,,,,,,
367,08/20/25 06:43:28 PM,9.10,70.27,7.82,102.6,,,,,,
368,08/20/25 06:48:28 PM,9.09,70.27,7.81,102.5,,,,,,
369,08/20/25 06:53:28 PM,9.08,70.27,7.80,102.4,,,,,,
370,08/20/25 06:58:28 PM,9.09,70.23,7.81,102.4,,,,,,
371,08/20/25 07:03:28 PM,9.09,70.23,7.81,102.4,,,,,,
372,08/20/25 07:08:28 PM,9.09,70.23,7.81,102.4,,,,,,
373,08/20/25 07:13:28 PM,9.10,70.23,7.82,102.6,,,,,,
374,08/20/25 07:18:28 PM,9.09,70.23,7.81,102.4,,,,,,
375,08/20/25 07:23:28 PM,9.10,70.23,7.82,102.6,,,,,,
376,08/20/25 07:28:28 PM,9.10,70.23,7.82,102.6,,,,,,
377,08/20/25 07:33:28 PM,9.09,70.23,7.81,102.4,,,,,,
378,08/20/25 07:38:28 PM,9.10,70.20,7.82,102.5,,,,,,
379,08/20/25 07:43:28 PM,9.10,70.20,7.82,102.5,,,,,,
380,08/20/25 07:48:28 PM,9.10,70.23,7.82,102.6,,,,,,
381,08/20/25 07:53:28 PM,9.08,70.23,7.80,102.3,,,,,,
382,08/20/25 07:58:28 PM,9.10,70.23,7.82,102.6,,,,,,
383,08/20/25 08:03:28 PM,9.10,70.20,7.82,102.5,,,,,,
384,08/20/25 08:08:28 PM,9.09,70.20,7.81,102.4,,,,,,
385,08/20/25 08:13:28 PM,9.09,70.16,7.81,102.4,,,,,,
386,08/20/25 08:18:28 PM,9.10,70.20,7.82,102.5,,,,,,
387,08/20/25 08:23:28 PM,9.09,70.20,7.81,102.4,,,,,,
388,08/20/25 08:28:28 PM,9.09,70.20,7.81,102.4,,,,,,
389,08/20/25 08:33:28 PM,9.09,70.16,7.81,102.4,,,,,,
390,08/20/25 08:38:28 PM,9.10,70.16,7.82,102.5,,,,,,
391,08/20/25 08:43:28 PM,9.09,70.12,7.81,102.3,,,,,,
392,08/20/25 08:48:28 PM,9.11,70.12,7.83,102.6,,,,,,
393,08/20/25 08:53:28 PM,9.10,70.16,7.82,102.5,,,,,,
394,08/20/25 08:58:28 PM,9.09,70.16,7.81,102.4,,,,,,
395,08/20/25 09:03:28 PM,9.10,70.16,7.82,102.5,,,,,,
396,08/20/25 09:08:28 PM,9.10,70.12,7.82,102.4,,,,,,
397,08/20/25 09:13:28 PM,9.10,70.12,7.82,102.4,,,,,,
398,08/20/25 09:18:28 PM,9.10,70.09,7.82,102.4,,,,,,
399,08/20/25 09:23:28 PM,9.10,70.09,7.82,102.4,,,,,,
400,08/20/25 09:28:28 PM,9.11,70.09,7.83,102.5,,,,,,
401,08/20/25 09:33:28 PM,9.10,70.09,7.82,102.4,,,,,,
402,08/20/25 09:38:28 PM,9.11,70.09,7.83,102.5,,,,,,
403,08/20/25 09:43:28 PM,9.09,70.09,7.81,102.3,,,,,,
404,08/20/25 09:48:28 PM,9.10,70.05,7.82,102.4,,,,,,
405,08/20/25 09:53:28 PM,9.10,70.05,7.82,102.4,,,,,,
406,08/20/25 09:58:28 PM,9.10,70.05,7.82,102.4,,,,,,
407,08/20/25 10:03:28 PM,9.10,70.05,7.82,102.4,,,,,,
408,08/20/25 10:08:28 PM,9.10,70.05,7.82,102.4,,,,,,
409,08/20/25 10:13:28 PM,9.09,70.05,7.81,102.2,,,,,,
410,08/20/25 10:18:28 PM,9.10,70.02,7.82,102.3,,,,,,
411,08/20/25 10:23:28 PM,9.11,70.05,7.83,102.5,,,,,,
412,08/20/25 10:28:28 PM,9.10,70.05,7.82,102.4,,,,,,
413,08/20/25 10:33:28 PM,9.10,70.05,7.82,102.4,,,,,,
414,08/20/25 10:38:28 PM,9.10,70.02,7.82,102.3,,,,,,
415,08/20/25 10:43:28 PM,9.10,70.02,7.82,102.3,,,,,,
416,08/20/25 10:48:28 PM,9.10,69.98,7.82,102.3,,,,,,
417,08/20/25 10:53:28 PM,9.10,69.98,7.82,102.3,,,,,,
418,08/20/25 10:58:28 PM,9.10,70.02,7.82,102.3,,,,,,
419,08/20/25 11:03:28 PM,9.10,70.02,7.82,102.3,,,,,,
420,08/20/25 11:08:28 PM,9.10,69.98,7.82,102.3,,,,,,
421,08/20/25 11:13:28 PM,9.10,69.98,7.82,102.3,,,,,,
422,08/20/25 11:18:28 PM,9.10,69.98,7.82,102.3,,,,,,
423,08/20/25 11:23:28 PM,9.10,69.98,7.82,102.3,,,,,,
424,08/20/25 11:28:28 PM,9.10,69.98,7.82,102.3,,,,,,
425,08/20/25 11:33:28 PM,9.10,69.98,7.82,102.3,,,,,,
426,08/20/25 11:38:28 PM,9.10,69.98,7.82,102.3,,,,,,
427,08/20/25 11:43:28 PM,9.10,69.94,7.82,102.2,,,,,,
428,08/20/25 11:48:28 PM,9.11,69.94,7.82,102.4,,,,,,
429,08/20/25 11:53:28 PM,9.12,69.94,7.83,102.5,,,,,,
430,08/20/25 11:58:28 PM,9.10,69.94,7.82,102.2,,,,,,
431,08/21/25 12:03:28 AM,9.10,69.94,7.82,102.2,,,,,,
432,08/21/25 12:08:28 AM,9.10,69.94,7.82,102.2,,,,,,
433,08/21/25 12:13:28 AM,9.10,69.94,7.82,102.2,,,,,,
434,08/21/25 12:18:28 AM,9.11,69.94,7.82,102.4,,,,,,
435,08/21/25 12:23:28 AM,9.11,69.94,7.82,102.4,,,,,,
436,08/21/25 12:28:28 AM,9.11,69.94,7.82,102.4,,,,,,
437,08/21/25 12:33:28 AM,9.11,69.94,7.82,102.4,,,,,,
438,08/21/25 12:38:28 AM,9.10,69.94,7.82,102.2,,,,,,
439,08/21/25 12:43:28 AM,9.10,69.94,7.82,102.2,,,,,,
440,08/21/25 12:48:28 AM,9.10,69.91,7.82,102.2,,,,,,
441,08/21/25 12:53:28 AM,9.10,69.91,7.82,102.2,,,,,,
442,08/21/25 12:58:28 AM,9.12,69.94,7.83,102.5,,,,,,
443,08/21/25 01:03:28 AM,9.10,69.94,7.82,102.2,,,,,,
444,08/21/25 01:08:28 AM,9.11,69.94,7.82,102.4,,,,,,
445,08/21/25 01:13:28 AM,9.11,69.91,7.82,102.3,,,,,,
446,08/21/25 01:18:28 AM,9.11,69.91,7.82,102.3,,,,,,
447,08/21/25 01:23:28 AM,9.10,69.91,7.82,102.2,,,,,,
448,08/21/25 01:28:28 AM,9.11,69.91,7.82,102.3,,,,,,
449,08/21/25 01:33:28 AM,9.10,69.94,7.82,102.2,,,,,,
450,08/21/25 01:38:28 AM,9.10,69.94,7.82,102.2,,,,,,
451,08/21/25 01:43:28 AM,9.11,69.91,7.82,102.3,,,,,,
452,08/21/25 01:48:28 AM,9.11,69.91,7.82,102.3,,,,,,
453,08/21/25 01:53:28 AM,9.10,69.91,7.82,102.2,,,,,,
454,08/21/25 01:58:28 AM,9.12,69.91,7.83,102.4,,,,,,
455,08/21/25 02:03:28 AM,9.12,69.91,7.83,102.4,,,,,,
456,08/21/25 02:08:28 AM,9.11,69.91,7.82,102.3,,,,,,
457,08/21/25 02:13:28 AM,9.11,69.91,7.82,102.3,,,,,,
458,08/21/25 02:18:28 AM,9.11,69.91,7.82,102.3,,,,,,
459,08/21/25 02:23:28 AM,9.10,69.91,7.82,102.2,,,,,,
460,08/21/25 02:28:28 AM,9.11,69.91,7.82,102.3,,,,,,
461,08/21/25 02:33:28 AM,9.11,69.91,7.82,102.3,,,,,,
462,08/21/25 02:38:28 AM,9.11,69.91,7.82,102.3,,,,,,
463,08/21/25 02:43:28 AM,9.11,69.91,7.82,102.3,,,,,,
464,08/21/25 02:48:28 AM,9.10,69.87,7.82,102.2,,,,,,
465,08/21/25 02:53:28 AM,9.11,69.91,7.82,102.3,,,,,,
466,08/21/25 02:58:28 AM,9.11,69.91,7.82,102.3,,,,,,
467,08/21/25 03:03:28 AM,9.11,69.91,7.82,102.3,,,,,,
468,08/21/25 03:08:28 AM,9.11,69.91,7.82,102.3,,,,,,
469,08/21/25 03:13:28 AM,9.11,69.87,7.82,102.3,,,,,,
470,08/21/25 03:18:28 AM,9.11,69.87,7.82,102.3,,,,,,
471,08/21/25 03:23:28 AM,9.11,69.91,7.82,102.3,,,,,,
472,08/21/25 03:28:28 AM,9.11,69.91,7.82,102.3,,,,,,
473,08/21/25 03:33:28 AM,9.12,69.91,7.83,102.4,,,,,,
474,08/21/25 03:38:28 AM,9.11,69.91,7.82,102.3,,,,,,
475,08/21/25 03:43:28 AM,9.10,69.87,7.82,102.2,,,,,,
476,08/21/25 03:48:28 AM,9.11,69.87,7.82,102.3,,,,,,
477,08/21/25 03:53:28 AM,9.12,69.87,7.83,102.4,,,,,,
478,08/21/25 03:58:28 AM,9.11,69.91,7.82,102.3,,,,,,
479,08/21/25 04:03:28 AM,9.10,69.91,7.82,102.2,,,,,,
480,08/21/25 04:08:28 AM,9.11,69.87,7.82,102.3,,,,,,
481,08/21/25 04:13:28 AM,9.10,69.87,7.82,102.2,,,,,,
482,08/21/25 04:18:28 AM,9.12,69.87,7.83,102.4,,,,,,
483,08/21/25 04:23:28 AM,9.12,69.87,7.83,102.4,,,,,,
484,08/21/25 04:28:28 AM,9.11,69.87,7.82,102.3,,,,,,
485,08/21/25 04:33:28 AM,9.11,69.87,7.82,102.3,,,,,,
486,08/21/25 04:38:28 AM,9.10,69.87,7.82,102.2,,,,,,
487,08/21/25 04:43:28 AM,9.12,69.87,7.83,102.4,,,,,,
488,08/21/25 04:48:28 AM,9.12,69.87,7.83,102.4,,,,,,
489,08/21/25 04:53:28 AM,9.10,69.87,7.82,102.2,,,,,,
490,08/21/25 04:58:28 AM,9.10,69.87,7.82,102.2,,,,,,
491,08/21/25 05:03:28 AM,9.11,69.91,7.82,102.3,,,,,,
492,08/21/25 05:08:28 AM,9.11,69.87,7.82,102.3,,,,,,
493,08/21/25 05:13:28 AM,9.10,69.87,7.82,102.2,,,,,,
494,08/21/25 05:18:28 AM,9.11,69.87,7.82,102.3,,,,,,
495,08/21/25 05:23:28 AM,9.10,69.91,7.82,102.2,,,,,,
496,08/21/25 05:28:28 AM,9.10,69.91,7.82,102.2,,,,,,
497,08/21/25 05:33:28 AM,9.11,69.91,7.82,102.3,,,,,,
498,08/21/25 05:38:28 AM,9.11,69.91,7.82,102.3,,,,,,
499,08/21/25 05:43:28 AM,9.10,69.87,7.82,102.2,,,,,,
500,08/21/25 05:48:28 AM,9.11,69.87,7.82,102.3,,,,,,
501,08/21/25 05:53:28 AM,9.10,69.91,7.82,102.2,,,,,,
502,08/21/25 05:58:28 AM,9.10,69.91,7.82,102.2,,,,,,
503,08/21/25 06:03:28 AM,9.10,69.91,7.82,102.2,,,,,,
504,08/21/25 06:08:28 AM,9.10,69.91,7.82,102.2,,,,,,
505,08/21/25 06:13:28 AM,9.11,69.91,7.82,102.3,,,,,,
506,08/21/25 06:18:28 AM,9.10,69.91,7.82,102.2,,,,,,
507,08/21/25 06:23:28 AM,9.10,69.94,7.82,102.2,,,,,,
508,08/21/25 06:28:28 AM,9.10,69.94,7.82,102.2,,,,,,
509,08/21/25 06:33:28 AM,9.09,69.98,7.81,102.2,,,,,,
510,08/21/25 06:38:28 AM,9.10,69.98,7.82,102.3,,,,,,
511,08/21/25 06:43:28 AM,9.09,69.98,7.81,102.2,,,,,,
512,08/21/25 06:48:28 AM,9.10,70.02,7.82,102.3,,,,,,
513,08/21/25 06:53:28 AM,9.10,70.02,7.82,102.3,,,,,,
514,08/21/25 06:58:28 AM,9.10,70.02,7.82,102.3,,,,,,
515,08/21/25 07:03:28 AM,9.09,70.02,7.81,102.2,,,,,,
516,08/21/25 07:08:28 AM,9.10,70.02,7.82,102.3,,,,,,
517,08/21/25 07:13:28 AM,9.09,70.05,7.81,102.2,,,,,,
518,08/21/25 07:18:28 AM,9.09,70.09,7.81,102.3,,,,,,
519,08/21/25 07:23:28 AM,9.08,70.09,7.80,102.2,,,,,,
520,08/21/25 07:28:28 AM,9.08,70.12,7.80,102.2,,,,,,
521,08/21/25 07:33:28 AM,9.10,70.12,7.82,102.4,,,,,,
522,08/21/25 07:38:28 AM,9.08,70.16,7.80,102.3,,,,,,
523,08/21/25 07:43:28 AM,9.08,70.16,7.80,102.3,,,,,,
524,08/21/25 07:48:28 AM,9.07,70.16,7.79,102.1,,,,,,
525,08/21/25 07:53:28 AM,9.08,70.20,7.80,102.3,,,,,,
526,08/21/25 07:58:28 AM,9.07,70.20,7.79,102.2,,,,,,
527,08/21/25 08:03:28 AM,9.07,70.20,7.79,102.2,,,,,,
528,08/21/25 08:08:28 AM,9.08,70.20,7.80,102.3,,,,,,
529,08/21/25 08:13:28 AM,9.06,70.23,7.78,102.1,,,,,,
530,08/21/25 08:18:28 AM,9.06,70.23,7.78,102.1,,,,,,
531,08/21/25 08:23:28 AM,9.05,70.27,7.77,102.0,,,,,,
532,08/21/25 08:28:28 AM,9.06,70.27,7.78,102.1,,,,,,
533,08/21/25 08:33:28 AM,9.06,70.27,7.78,102.1,,,,,,
534,08/21/25 08:38:28 AM,9.06,70.30,7.78,102.2,,,,,,
535,08/21/25 08:43:28 AM,9.05,70.30,7.78,102.1,,,,,,
536,08/21/25 08:48:28 AM,9.05,70.34,7.78,102.1,,,,,,
537,08/21/25 08:53:28 AM,9.06,70.34,7.78,102.2,,,,,,
538,08/21/25 08:58:28 AM,9.05,70.38,7.78,102.2,,,,,,
539,08/21/25 09:03:28 AM,9.04,70.38,7.77,102.0,,,,,,
540,08/21/25 09:08:28 AM,9.05,70.41,7.78,102.2,,,,,,
541,08/21/25 09:13:28 AM,9.04,70.45,7.77,102.1,,,,,,
542,08/21/25 09:18:28 AM,9.05,70.45,7.78,102.2,,,,,,
543,08/21/25 09:23:28 AM,9.04,70.45,7.77,102.1,,,,,,
544,08/21/25 09:28:28 AM,9.05,70.48,7.78,102.3,,,,,,
545,08/21/25 09:33:28 AM,9.05,70.45,7.78,102.2,,,,,,
546,08/21/25 09:38:28 AM,9.05,70.45,7.78,102.2,,,,,,
547,08/21/25 09:43:28 AM,9.05,70.45,7.78,102.2,,,,,,
548,08/21/25 09:48:28 AM,9.05,70.41,7.78,102.2,,,,,,
549,08/21/25 09:53:28 AM,9.05,70.41,7.78,102.2,,,,,,
550,08/21/25 09:58:28 AM,9.05,70.38,7.78,102.2,,,,,,
551,08/21/25 10:03:28 AM,9.05,70.38,7.78,102.2,,,,,,
552,08/21/25 10:08:28 AM,9.06,70.30,7.78,102.2,,,,,,
553,08/21/25 10:13:28 AM,9.04,70.27,7.77,101.9,,,,,,
554,08/21/25 10:18:28 AM,9.06,70.23,7.78,102.1,,,,,,
555,08/21/25 10:23:28 AM,9.05,70.23,7.77,102.0,,,,,,
556,08/21/25 10:28:28 AM,9.07,70.20,7.79,102.2,,,,,,
557,08/21/25 10:33:28 AM,9.08,70.16,7.80,102.3,,,,,,
558,08/21/25 10:38:28 AM,9.08,70.09,7.80,102.2,,,,,,
559,08/21/25 10:43:28 AM,9.07,70.09,7.79,102.1,,,,,,
560,08/21/25 10:48:28 AM,9.08,70.05,7.80,102.1,,,,,,
561,08/21/25 10:53:28 AM,9.10,70.02,7.82,102.3,,,,,,
562,08/21/25 10:58:28 AM,9.09,69.98,7.81,102.2,,,,,,
563,08/21/25 11:03:28 AM,9.10,69.94,7.82,102.2,,,,,,
564,08/21/25 11:08:28 AM,9.09,69.91,7.81,102.1,,,,,,
565,08/21/25 11:13:28 AM,9.09,69.91,7.81,102.1,,,,,,
566,08/21/25 11:18:28 AM,9.10,69.91,7.82,102.2,,,,,,
567,08/21/25 11:23:28 AM,9.10,69.91,7.82,102.2,,,,,,
568,08/21/25 11:28:28 AM,9.10,69.91,7.82,102.2,,,,,,
569,08/21/25 11:33:28 AM,9.10,69.91,7.82,102.2,,,,,,
570,08/21/25 11:38:28 AM,9.10,69.87,7.82,102.2,,,,,,
571,08/21/25 11:43:28 AM,9.10,69.87,7.82,102.2,,,,,,
572,08/21/25 11:48:28 AM,9.10,69.87,7.82,102.2,,,,,,
573,08/21/25 11:53:28 AM,9.09,69.91,7.81,102.1,,,,,,
574,08/21/25 11:58:28 AM,9.09,69.91,7.81,102.1,,,,,,
575,08/21/25 12:03:28 PM,9.10,69.87,7.82,102.2,,,,,,
576,08/21/25 12:08:28 PM,9.10,69.87,7.82,102.2,,,,,,
577,08/21/25 12:13:28 PM,9.10,69.87,7.82,102.2,,,,,,
578,08/21/25 12:18:28 PM,9.10,69.87,7.82,102.2,,,,,,
579,08/21/25 12:23:28 PM,9.10,69.91,7.82,102.2,,,,,,
580,08/21/25 12:28:28 PM,9.10,69.87,7.82,102.2,,,,,,
581,08/21/25 12:33:28 PM,9.10,69.87,7.82,102.2,,,,,,
582,08/21/25 12:38:28 PM,9.10,69.87,7.82,102.2,,,,,,
583,08/21/25 12:43:28 PM,9.10,69.87,7.82,102.2,,,,,,
584,08/21/25 12:48:28 PM,9.10,69.87,7.82,102.2,,,,,,
585,08/21/25 12:53:28 PM,9.10,69.91,7.82,102.2,,,,,,
586,08/21/25 12:58:28 PM,9.10,69.91,7.82,102.2,,,,,,
587,08/21/25 01:03:28 PM,9.10,69.91,7.82,102.2,,,,,,
588,08/21/25 01:08:28 PM,9.10,69.87,7.82,102.2,,,,,,
589,08/21/25 01:13:28 PM,9.09,69.91,7.81,102.1,,,,,,
590,08/21/25 01:18:28 PM,9.09,69.91,7.81,102.1,,,,,,
591,08/21/25 01:23:28 PM,9.09,69.91,7.81,102.1,,,,,,
592,08/21/25 01:28:28 PM,9.10,69.91,7.82,102.2,,,,,,
593,08/21/25 01:33:28 PM,9.09,69.91,7.81,102.1,,,,,,
594,08/21/25 01:38:28 PM,9.08,69.91,7.80,102.0,,,,,,
595,08/21/25 01:43:28 PM,9.09,69.94,7.81,102.1,,,,,,
596,08/21/25 01:48:28 PM,9.09,69.94,7.81,102.1,,,,,,
597,08/21/25 01:53:28 PM,9.09,69.94,7.81,102.1,,,,,,
598,08/21/25 01:58:28 PM,9.09,69.94,7.81,102.1,,,,,,
599,08/21/25 02:03:28 PM,9.08,69.94,7.80,102.0,,,,,,
600,08/21/25 02:08:28 PM,9.09,69.94,7.81,102.1,,,,,,
601,08/21/25 02:13:28 PM,9.10,69.94,7.82,102.2,,,,,,
602,08/21/25 02:18:28 PM,9.09,69.94,7.81,102.1,,,,,,
603,08/21/25 02:23:28 PM,9.10,69.98,7.82,102.3,,,,,,
604,08/21/25 02:28:28 PM,9.09,69.98,7.81,102.2,,,,,,
605,08/21/25 02:33:28 PM,9.08,69.94,7.80,102.0,,,,,,
606,08/21/25 02:38:28 PM,9.09,69.94,7.81,102.1,,,,,,
607,08/21/25 02:43:28 PM,9.10,69.98,7.82,102.3,,,,,,
608,08/21/25 02:48:28 PM,9.08,69.98,7.80,102.1,,,,,,
609,08/21/25 02:53:28 PM,9.10,69.98,7.82,102.3,,,,,,
610,08/21/25 02:58:28 PM,9.10,69.98,7.82,102.3,,,,,,
611,08/21/25 03:03:28 PM,9.08,69.98,7.80,102.1,,,,,,
612,08/21/25 03:08:28 PM,9.08,69.98,7.80,102.1,,,,,,
613,08/21/25 03:13:28 PM,9.09,69.98,7.81,102.2,,,,,,
614,08/21/25 03:18:28 PM,9.10,70.02,7.82,102.3,,,,,,
615,08/21/25 03:23:28 PM,9.08,70.02,7.80,102.1,,,,,,
616,08/21/25 03:28:28 PM,9.08,70.02,7.80,102.1,,,,,,
617,08/21/25 03:33:28 PM,9.10,69.98,7.82,102.3,,,,,,
618,08/21/25 03:38:28 PM,9.08,69.98,7.80,102.1,,,,,,
619,08/21/25 03:43:28 PM,9.10,69.98,7.82,102.3,,,,,,
620,08/21/25 03:48:28 PM,9.08,70.02,7.80,102.1,,,,,,
621,08/21/25 03:53:28 PM,9.09,70.02,7.81,102.2,,,,,,
622,08/21/25 03:58:28 PM,9.07,70.02,7.79,102.0,,,,,,
623,08/21/25 04:03:28 PM,9.10,70.02,7.82,102.3,,,,,,
624,08/21/25 04:08:28 PM,9.07,69.98,7.79,101.9,,,,,,
625,08/21/25 04:13:28 PM,9.08,70.02,7.80,102.1,,,,,,
626,08/21/25 04:18:28 PM,9.08,70.02,7.80,102.1,,,,,,
627,08/21/25 04:23:28 PM,9.07,70.02,7.79,102.0,,,,,,
628,08/21/25 04:28:28 PM,9.08,70.02,7.80,102.1,,,,,,
629,08/21/25 04:33:28 PM,9.07,70.02,7.79,102.0,,,,,,
630,08/21/25 04:38:28 PM,9.06,70.02,7.78,101.9,,,,,,
631,08/21/25 04:43:28 PM,9.08,70.02,7.80,102.1,,,,,,
632,08/21/25 04:48:28 PM,9.07,70.02,7.79,102.0,,,,,,
633,08/21/25 04:53:28 PM,9.09,70.02,7.81,102.2,,,,,,
634,08/21/25 04:58:28 PM,9.06,70.02,7.78,101.9,,,,,,
635,08/21/25 05:03:28 PM,9.07,70.02,7.79,102.0,,,,,,
636,08/21/25 05:08:28 PM,9.06,70.02,7.78,101.9,,,,,,
637,08/21/25 05:13:28 PM,9.07,70.02,7.79,102.0,,,,,,
638,08/21/25 05:18:28 PM,9.08,70.05,7.80,102.1,,,,,,
639,08/21/25 05:23:28 PM,9.08,70.05,7.80,102.1,,,,,,
640,08/21/25 05:28:28 PM,9.07,70.02,7.79,102.0,,,,,,
641,08/21/25 05:33:28 PM,9.08,70.02,7.80,102.1,,,,,,
642,08/21/25 05:38:28 PM,9.06,70.02,7.78,101.9,,,,,,
643,08/21/25 05:43:28 PM,9.07,70.02,7.79,102.0,,,,,,
644,08/21/25 05:48:28 PM,9.06,70.05,7.78,101.9,,,,,,
645,08/21/25 05:53:28 PM,9.06,70.05,7.78,101.9,,,,,,
646,08/21/25 05:58:28 PM,9.08,70.05,7.80,102.1,,,,,,
647,08/21/25 06:03:28 PM,9.06,70.02,7.78,101.9,,,,,,
648,08/21/25 06:08:28 PM,9.07,70.02,7.79,102.0,,,,,,
649,08/21/25 06:13:28 PM,9.07,70.05,7.79,102.0,,,,,,
650,08/21/25 06:18:28 PM,9.07,70.05,7.79,102.0,,,,,,
651,08/21/25 06:23:28 PM,9.06,70.09,7.78,101.9,,,,,,
652,08/21/25 06:28:28 PM,9.07,70.05,7.79,102.0,,,,,,
653,08/21/25 06:33:28 PM,9.05,70.05,7.77,101.8,,,,,,
654,08/21/25 06:38:28 PM,9.05,70.05,7.77,101.8,,,,,,
655,08/21/25 06:43:28 PM,9.06,70.09,7.78,101.9,,,,,,
656,08/21/25 06:48:28 PM,9.06,70.09,7.78,101.9,,,,,,
657,08/21/25 06:53:28 PM,9.05,70.09,7.77,101.8,,,,,,
658,08/21/25 06:58:28 PM,9.06,70.05,7.78,101.9,,,,,,
659,08/21/25 07:03:28 PM,9.05,70.05,7.77,101.8,,,,,,
660,08/21/25 07:08:28 PM,9.07,70.05,7.79,102.0,,,,,,
661,08/21/25 07:13:28 PM,9.05,70.05,7.77,101.8,,,,,,
662,08/21/25 07:18:28 PM,9.06,70.05,7.78,101.9,,,,,,
663,08/21/25 07:23:28 PM,9.05,70.05,7.77,101.8,,,,,,
664,08/21/25 07:28:28 PM,9.06,70.05,7.78,101.9,,,,,,
665,08/21/25 07:33:28 PM,9.05,70.05,7.77,101.8,,,,,,
666,08/21/25 07:38:28 PM,9.04,70.05,7.77,101.7,,,,,,
667,08/21/25 07:43:28 PM,9.06,70.05,7.78,101.9,,,,,,
668,08/21/25 07:48:28 PM,9.05,70.05,7.77,101.8,,,,,,
669,08/21/25 07:53:28 PM,9.05,70.05,7.77,101.8,,,,,,
670,08/21/25 07:58:28 PM,9.05,70.05,7.77,101.8,,,,,,
671,08/21/25 08:03:28 PM,9.06,70.02,7.78,101.9,,,,,,
672,08/21/25 08:08:28 PM,9.05,70.02,7.77,101.8,,,,,,
673,08/21/25 08:13:28 PM,9.04,70.05,7.77,101.7,,,,,,
674,08/21/25 08:18:28 PM,9.07,70.05,7.79,102.0,,,,,,
675,08/21/25 08:23:28 PM,9.04,70.05,7.77,101.7,,,,,,
676,08/21/25 08:28:28 PM,9.05,70.05,7.77,101.8,,,,,,
677,08/21/25 08:33:28 PM,9.05,70.02,7.77,101.8,,,,,,
678,08/21/25 08:38:28 PM,9.04,70.02,7.77,101.6,,,,,,
679,08/21/25 08:43:28 PM,9.06,70.05,7.78,101.9,,,,,,
680,08/21/25 08:48:28 PM,9.05,70.05,7.77,101.8,,,,,,
681,08/21/25 08:53:28 PM,9.06,70.05,7.78,101.9,,,,,,
682,08/21/25 08:58:28 PM,9.05,70.02,7.77,101.8,,,,,,
683,08/21/25 09:03:28 PM,9.05,70.02,7.77,101.8,,,,,,
684,08/21/25 09:08:28 PM,9.05,70.02,7.77,101.8,,,,,,
685,08/21/25 09:13:28 PM,9.05,70.05,7.77,101.8,,,,,,
686,08/21/25 09:18:28 PM,9.06,70.05,7.78,101.9,,,,,,
687,08/21/25 09:23:28 PM,9.07,70.02,7.79,102.0,,,,,,
688,08/21/25 09:28:28 PM,9.04,70.02,7.77,101.6,,,,,,
689,08/21/25 09:33:28 PM,9.05,70.02,7.77,101.8,,,,,,
690,08/21/25 09:38:28 PM,9.05,70.02,7.77,101.8,,,,,,
691,08/21/25 09:43:28 PM,9.06,70.02,7.78,101.9,,,,,,
692,08/21/25 09:48:28 PM,9.03,70.05,7.76,101.6,,,,,,
693,08/21/25 09:53:28 PM,9.04,70.02,7.77,101.6,,,,,,
694,08/21/25 09:58:28 PM,9.05,70.02,7.77,101.8,,,,,,
695,08/21/25 10:03:28 PM,9.06,70.02,7.78,101.9,,,,,,
696,08/21/25 10:08:28 PM,9.03,70.02,7.76,101.5,,,,,,
